# counter, sec, nsec, x, y, z, qx, qy, qz, qw
0, 4, 15030999, 36.597253218884134, 20.434150000000002, 1.4292909803977114, -0.9149916687745979, -0.341102191944096, 0.15048582631558965, -0.15425160226760662
1, 4, 48397999, 36.59973887107121, 20.39868882991132, 1.424370272878875, -0.9159076397988845, -0.3387365702216808, 0.1530972958674891, -0.15143298633571192
2, 4, 81766000, 36.60404809834402, 20.362151268620494, 1.4211367513156896, -0.9167326743127665, -0.33630522002348573, 0.1556694246378492, -0.1492214229433539
3, 4, 115206999, 36.61004740095524, 20.32424667155689, 1.4204375299446832, -0.9173793023702792, -0.3341386505515508, 0.15796279828654808, -0.14769675740412147
4, 4, 148494000, 36.617586107266135, 20.285784395855487, 1.4227535120972823, -0.9174208835902564, -0.33333173758995804, 0.16020001254845195, -0.14684968861801673
5, 4, 181866000, 36.6265658533534, 20.247236523958662, 1.42772754153362, -0.9165672049709331, -0.33464744940943575, 0.1627584103742905, -0.1463739841227425
6, 4, 215227999, 36.63579736591629, 20.208848173288438, 1.4338806895984746, -0.9149935855410357, -0.33773037562487224, 0.16572443265576095, -0.14580927343611674
7, 4, 248588999, 36.644482292133944, 20.17061096094793, 1.4397813131106347, -0.9125120105384328, -0.3432278302704348, 0.16892309588421764, -0.14484983544294494
8, 4, 281959999, 36.65210764912129, 20.133508619605266, 1.4448569560123992, -0.9089425764770298, -0.35146893754762054, 0.17249492917462575, -0.14331251869772751
9, 4, 315330999, 36.6588599815684, 20.09682348634258, 1.448497937511207, -0.9046868909602876, -0.3612761101111319, 0.1759782032872847, -0.14160816909824467
10, 4, 348696000, 36.665263066687515, 20.06034459732072, 1.4504306055021463, -0.9004991791798824, -0.37064259833872204, 0.17904660048545357, -0.14024124731219878
11, 4, 382102999, 36.672254632980824, 20.024254993650956, 1.451381345351932, -0.8978710412033908, -0.3761193134548066, 0.18096844486368266, -0.1400438409150658
12, 4, 415430999, 36.68042102254718, 19.98657438076639, 1.4523662917148312, -0.8977619471352629, -0.37593600111952563, 0.1804537172939319, -0.14188750915060594
13, 4, 448806000, 36.688012583557025, 19.94771356134312, 1.4522928483190276, -0.898037273397726, -0.37503865875767534, 0.17924509982448303, -0.14403560051089162
14, 4, 482191000, 36.695213533244214, 19.90867931005117, 1.4505070671196953, -0.89816808515685, -0.3746242543429289, 0.17796226232222748, -0.14587731850029628
15, 4, 515518000, 36.701617374380504, 19.868638677176364, 1.4472826002217458, -0.8978453010685146, -0.3753450504617169, 0.1768738329881513, -0.14732805451494677
16, 4, 548890000, 36.70727311617539, 19.827536889301353, 1.4431013570305202, -0.8969197448062531, -0.37751791293358505, 0.17607383040468697, -0.14836847049685958
17, 4, 582264000, 36.712200662797954, 19.786636294029798, 1.4382993662336678, -0.895636760120983, -0.38054135156490476, 0.1756242792145989, -0.14892678140447688
18, 4, 615631999, 36.71638668962119, 19.7456659050368, 1.4333645736800196, -0.8942169369034445, -0.38388047595815145, 0.1755147413472942, -0.1490182052735733
19, 4, 648996000, 36.719756217998395, 19.704758157262475, 1.4290626016189798, -0.8929816523872809, -0.3867472910152432, 0.17588089735254375, -0.14858065600378922
