# counter, sec, nsec, x, y, z, qx, qy, qz, qw
0, 3, 14685000, 36.80758226037196, 20.9599, 1.1628232493137818, 0.5436224591370206, 0.8385275625229456, 0.027314512431603464, -0.02449624913675566
1, 3, 48073000, 36.796532627888865, 20.961194814899425, 1.1614479462718172, 0.5393093516753525, 0.8412660015201413, 0.030343066506595656, -0.022276359594891992
2, 3, 81417000, 36.785438944250274, 20.959444121108607, 1.1602819066041967, 0.5354809438178904, 0.8436485712080982, 0.0335467947403335, -0.01979544566525243
3, 3, 114796000, 36.774293071628314, 20.955700919811218, 1.15923257151073, 0.5320812407172, 0.8457213835617791, 0.03680020178636277, -0.01704816153367658
4, 3, 148190000, 36.76335211676042, 20.9495900062826, 1.158311007804483, 0.5291779603073574, 0.8474567200293481, 0.03994268666441174, -0.013869959771850019
5, 3, 181512000, 36.7533534146323, 20.93974679274907, 1.157622853246543, 0.526876588725209, 0.8487968272996507, 0.042888543245425195, -0.010275168009297973
6, 3, 214881999, 36.74333740053298, 20.92931937512429, 1.1571872232412974, 0.5257585131700426, 0.849375704136675, 0.045813165062784995, -0.006328740671256492
7, 3, 248343000, 36.73308588809772, 20.9187566109879, 1.1576620901292325, 0.526465511573885, 0.8487862245402269, 0.04890555694661335, -0.002063165949903828
8, 3, 281612000, 36.723902016108916, 20.90466876677999, 1.1597999971988557, 0.5292382527596862, 0.8468608680483839, 0.05223384310896019, 0.0022732396004572185
9, 3, 314985000, 36.715243119801364, 20.89025736192429, 1.163486252023844, 0.533778368945549, 0.8437529135766788, 0.05584040225460675, 0.006597207950252771
10, 3, 348386000, 36.70724856372372, 20.876340017242722, 1.1688385652522653, 0.5394232966540503, 0.8398498466793299, 0.05963181386494404, 0.010899029074152721
11, 3, 381717999, 36.70062112049021, 20.859974146064996, 1.1765460975159754, 0.5455338456098602, 0.8355349055597571, 0.06360110583179404, 0.015137510440563655
12, 3, 415097999, 36.69389018765494, 20.84387305938089, 1.1865052232017168, 0.5516107132593736, 0.8311279988820693, 0.06762567759248113, 0.019458628469909815
13, 3, 448480000, 36.686853146148906, 20.828099905690323, 1.1985972255875061, 0.55764471247633, 0.8266333693594545, 0.07166228228163535, 0.023961732133013933
14, 3, 481806000, 36.681285178592084, 20.808964441690478, 1.2128070135646163, 0.5640918686861807, 0.8217301243208943, 0.07574950246562392, 0.028670182104595238
15, 3, 515228000, 36.675573886857414, 20.789805437638876, 1.2285772221840727, 0.5715065594469031, 0.8160004832360476, 0.07999447876577769, 0.03353128739985999
16, 3, 548579999, 36.66963206617573, 20.770874180256172, 1.2454098448578925, 0.5801865166661854, 0.8091822816994501, 0.08439820766495301, 0.03853029204890069
17, 3, 581901999, 36.665217058638355, 20.74837108980783, 1.2632103106380546, 0.5898511022864114, 0.801408351191563, 0.08896476661557493, 0.043653202321963756
18, 3, 615292000, 36.66134399742827, 20.72517714530084, 1.2808457802961375, 0.6001494142750383, 0.7928926137854118, 0.0935752375626063, 0.048843202853295103
19, 3, 648655000, 36.65809018252222, 20.701666966627894, 1.2976693483047215, 0.6108840047837331, 0.7837458158860752, 0.09815477637706876, 0.0541190230402052
20, 3, 682004000, 36.65674697014371, 20.67530452765256, 1.3138198528640916, 0.6217630043639227, 0.7741650486039687, 0.1027131775791687, 0.05940746650004054
21, 3, 715376000, 36.65573677812183, 20.649599134663582, 1.328553805350978, 0.6323611362304131, 0.7645064620000005, 0.107110568129115, 0.06462653588643828
22, 3, 748775000, 36.65482671563517, 20.6248074051228, 1.3414607276080117, 0.6423899619270388, 0.7550372549198414, 0.1112611744815887, 0.06981999392341404
23, 3, 782099999, 36.65564612677693, 20.597551847457286, 1.3527861016704819, 0.6520665883415788, 0.7456422952108169, 0.11489566474376721, 0.075004787743228
24, 3, 815477000, 36.657278926143235, 20.571468175886277, 1.362742209134478, 0.661731201529392, 0.7361245378152087, 0.1175826779662379, 0.08004246117593314
25, 3, 848851999, 36.660102761416276, 20.54685348910803, 1.37175763748784, 0.6704514657348667, 0.7273541598416103, 0.1191685936478922, 0.08514460959484035
