# counter, sec, nsec, x, y, z, qx, qy, qz, qw
0, 3, 30715999, 58.67883254716982, 48.573525000000004, 1.1235899501377666, 0.9894582574346119, 0.08363388995312362, -0.10535657685679449, -0.05364439354479394
1, 3, 64080000, 58.679738477886175, 48.57140808834496, 1.128480330436775, 0.9885407020585341, 0.09112097657956408, -0.1080576375353562, -0.05298863058321843
2, 3, 97446999, 58.68167233579626, 48.57043122103204, 1.1328639736021124, 0.9875474976129295, 0.09927440268598486, -0.11033206934136146, -0.05216672698794936
3, 3, 130802000, 58.684254456403934, 48.569885578944906, 1.1354234332060071, 0.9864816575721032, 0.10785061753332287, -0.11218156453438223, -0.051356403204420475
4, 3, 164175000, 58.687925061167896, 48.57049154531929, 1.1370133927928794, 0.9854128607125882, 0.11627891497598689, -0.11359986378126544, -0.050356517186148086
5, 3, 197543000, 58.69280872324591, 48.57211896111001, 1.1377095859797526, 0.9844085345810968, 0.12407279105837864, -0.11456499083824266, -0.049200024767422294
6, 3, 230903000, 58.699470828316464, 48.57514507914547, 1.1374973554149614, 0.9834948046332735, 0.13120830664749483, -0.11500920419646424, -0.047908584576798696
7, 3, 264269999, 58.70748179097176, 48.57885680673485, 1.1369179416757866, 0.9826180082891356, 0.13805685041099308, -0.11500428177667603, -0.04664944815879339
8, 3, 297642999, 58.71673742261268, 48.58301988979005, 1.1361865378135676, 0.9817082902243471, 0.14509481253184411, -0.11454006579968795, -0.045573035972396064
9, 3, 330995000, 58.727002446765134, 48.5877695031121, 1.1353189828554657, 0.9806917923012196, 0.15272014402914308, -0.11368414459662111, -0.044677526655736745
10, 3, 364382000, 58.73836896100057, 48.59283742204498, 1.134236256064329, 0.9795341929059372, 0.16098146760893284, -0.11250145817240563, -0.044058528387485765
11, 3, 397727000, 58.75093382329937, 48.598314862929215, 1.1328162993077446, 0.9782754799332094, 0.169533153666206, -0.11105753258452905, -0.043609856978390774
12, 3, 431100999, 58.764300305461184, 48.60357057540495, 1.131313566078275, 0.9770317246693413, 0.1776196675931302, -0.10947024070700755, -0.04331892280872761
13, 3, 464466999, 58.77854093728363, 48.60949889170923, 1.129254681384952, 0.975880218678906, 0.18493619291469782, -0.10773608946431686, -0.043003934335884564
14, 3, 497835999, 58.79380887504325, 48.61622041612054, 1.1268932331147368, 0.9749344683089478, 0.19100408624834267, -0.10587757914245301, -0.04254597248293479
15, 3, 531194999, 58.81041589700256, 48.62394221308968, 1.1246072190496048, 0.9742854681342882, 0.19548738370786828, -0.10394308836111604, -0.04181320096999143
16, 3, 564563000, 58.828615764112755, 48.632206395234526, 1.1227499121774906, 0.9738571122633373, 0.19884235157640232, -0.10189574896813415, -0.04100366393266868
17, 3, 597929000, 58.84837023254661, 48.640893627621914, 1.1213975682407402, 0.9735812024908429, 0.2014045348790613, -0.09981757405284357, -0.04015354774908954
18, 3, 631295000, 58.86965593514418, 48.65025578442145, 1.1207095925169512, 0.9733500536533496, 0.20368413558184162, -0.09777988020330952, -0.03926246289684413
19, 3, 664661999, 58.89241462681362, 48.65975753005782, 1.1205666076798566, 0.9730964724746392, 0.20594184469931068, -0.09586578921901596, -0.03848327320634622
20, 3, 698024999, 58.91645855883651, 48.66912858522775, 1.1210771747922004, 0.9726859882896045, 0.20876476736539434, -0.09412374443490372, -0.03794681574916611
