# counter, sec, nsec, x, y, z, qx, qy, qz, qw
0, 4, 19782000, 39.85735336194564, 12.407700000000002, 1.2007607796335726, 0.38188296125346505, 0.9234516611106903, -0.005908068255915975, -0.036980105809404425
1, 4, 53144999, 39.85607339512809, 12.406895638510544, 1.2002403188970907, 0.38288754324626356, 0.9230425159794197, -0.005577366714477439, -0.03685832201492298
2, 4, 86511999, 39.85487190840318, 12.406188359925935, 1.199723001238233, 0.3836441422404204, 0.9227347781748957, -0.005251885305900608, -0.03674396510818978
3, 4, 119889999, 39.85396050382477, 12.405536950616845, 1.1993191765442088, 0.3842019986225635, 0.9225095350740891, -0.004900927198527076, -0.03661915979935344
4, 4, 153246000, 39.85325162496901, 12.404981374267102, 1.19899065261057, 0.384669280907863, 0.9223211785771362, -0.004539074773050203, -0.0365045842890277
5, 4, 186619000, 39.852539972442855, 12.404430158463182, 1.1986677899131681, 0.385165518116681, 0.9221206321281792, -0.004162685481708939, -0.036383176153498606
6, 4, 219978000, 39.85136971604547, 12.403778001043335, 1.1985062082529199, 0.38576157234677844, 0.9218768082150156, -0.0037556913544802926, -0.03629124630384665
7, 4, 253343000, 39.849897665437176, 12.403084163329428, 1.1984447204359738, 0.38647211180235236, 0.9215834575441677, -0.0033259656643889243, -0.0362239635099017
8, 4, 286710000, 39.84835062879554, 12.402465321299125, 1.198382994693634, 0.3872613645131345, 0.9212551401535624, -0.002868989106081417, -0.036185234524245616
9, 4, 320071000, 39.847217830955806, 12.401568449982669, 1.198482260555437, 0.3880584253592855, 0.9209218145170563, -0.0024334960240926743, -0.036162800657375815
10, 4, 353436000, 39.846341556856444, 12.400554087180137, 1.1986806191362465, 0.3888328762875096, 0.9205961506079914, -0.0020097454800258197, -0.03616189606251636
11, 4, 386809999, 39.84564559084167, 12.399668284186351, 1.198885577187607, 0.3894870775951356, 0.9203202411382808, -0.0016346628894963848, -0.03616349008067615
12, 4, 420189999, 39.8446312237393, 12.39899538401908, 1.199218999519985, 0.3900512993681935, 0.9200821056815303, -0.0012985315063677606, -0.03615544885286806
13, 4, 453552000, 39.84349572853085, 12.398556120299585, 1.1996293284448758, 0.3905372126808724, 0.9198762311441216, -0.0010118946615855235, -0.036157723334518464
14, 4, 486915999, 39.84251180335431, 12.398231239460358, 1.2000518798146633, 0.39093312391324186, 0.9197079728538764, -0.0007632313320227162, -0.036165657389038826
15, 4, 520268999, 39.841785494399645, 12.39805127820382, 1.2000101189611598, 0.3911253872571541, 0.9196260075910471, -0.0005315105548003523, -0.03617533830695946
16, 4, 553633999, 39.841382586221926, 12.398007679535066, 1.1997083139368467, 0.39115655654921944, 0.9196127764578509, -0.0003570648353752471, -0.03617681783605867
